accession	lab annotation	curated location	mapmapbin1 	mapmanname1	mapmapbin2	mapmanname2
GRMZM2G145226_P01   	ubiquitin carboxyl-terminal hydrolase isozyme L3	NULL	29.5	protein.degradation	NULL	NULL
GRMZM2G145226_P02   	 ubiquitin carboxyl-terminal hydrolase isozyme L3	NULL	29.5	protein.degradation	NULL	NULL
GRMZM2G145226_P03   	 ubiquitin carboxyl-terminal hydrolase isozyme L3	NULL	29.5	protein.degradation	NULL	NULL
GRMZM2G145258_P01   	40S ribosomal protein S3A (RPS3aA) 	cytosol	29.2.1.2.1.53	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A	NULL	NULL
GRMZM2G145280_P01   	60S ribosomal protein L13-2	cytosol	29.2.1.2.2.13	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13	NULL	NULL
GRMZM2G145280_P02   	60S ribosomal protein L13-2	cytosol	29.2.1.2.2.13	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13	NULL	NULL
GRMZM2G145308_P01   	40S ribosomal protein SA	cytosol	29.2.1.2.1.31	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.SA	NULL	NULL
GRMZM2G145396_P01   	ozone-responsive stress-related protein 	NULL	20.2.99	stress.abiotic.unspecified	NULL	NULL
GRMZM2G145396_P03   	ozone-responsive stress-related protein 	NULL	20.2.99	stress.abiotic.unspecified	NULL	NULL
GRMZM2G145449_P01   	peroxiredoxin IIF (PrxII F)	mitochondria	21.5	redox.periredoxins	NULL	NULL
GRMZM2G145449_P02   	peroxiredoxin IIF (PrxII F)	mitochondria	21.5	redox.periredoxins	NULL	NULL
GRMZM2G145449_P03   	peroxiredoxin IIF (PrxII F)	mitochondria	21.5	redox.periredoxins	NULL	NULL
GRMZM2G145451_P01   	arogenate/prephenate dehydratase 2 (ADT2)	NULL	13.1.6.3.1	amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase	NULL	NULL
GRMZM2G145451_P02   	arogenate/prephenate dehydratase 2 (ADT2)	NULL	13.1.6.3.1	amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase	NULL	NULL
GRMZM2G145451_P03   	arogenate/prephenate dehydratase 2 (ADT2)	NULL	13.1.6.3.1	amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase	NULL	NULL
GRMZM2G145504_P01   	pentatricopeptide repeat (PPR) protein	NULL	26.54*	misc. pentatricopeptide (PPR) repeat-containing protein	NULL	NULL
GRMZM2G145527_P01   	unknown protein 	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G145527_P02   	unknown protein 	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G145573_P01   	 catalytic/ oxidoreductase, acting on NADH or NADPH	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G145578_P01   	 nitrilase homolog 1	NULL	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	NULL	NULL
GRMZM2G145578_P02   	 nitrilase homolog 1	NULL	26.8	misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases	NULL	NULL
GRMZM2G145589_P01   	xylem serine proteinase 1 	NULL	29.5.1	protein.degradation.subtilases	NULL	NULL
GRMZM2G145666_P01   	set1/Ash2 histone methyltransferase complex subunit ASH2, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G145715_P01   	6-phosphogluconate 1-dehydrogenase 1 (6PGDH-1)	cytosol	7.1.3	OPP.oxidative PP.6-phosphogluconate dehydrogenase	NULL	NULL
GRMZM2G145758_P01   	histone H3	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G145758_P02   	histone H3	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G145758_P03   	histone H3	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G145775_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G145775_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G145775_P03   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G145827_P01   	dynamin-related protein 1C	NULL	26.17	misc.dynamin	NULL	NULL
GRMZM2G145827_P02   	dynamin-related protein 1C, putative, expressed	NULL	26.17	misc.dynamin	NULL	NULL
GRMZM2G145840_P01   	expressed protein; no homologue in ATH,rice	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G145854_P01   	NADH-ubiquinone oxidoreductase 75 kDa subunit 	mitochondria	9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH.complex I	NULL	NULL
GRMZM2G145972_P01   	expressed protein	mitochondria	9.2.2	mitochondrial electron transport / ATP synthesis.NADH-DH.type II.external	NULL	NULL
GRMZM2G145972_P02   	NAD(P)H dehydrogenase B2 (NDB2) - external II	mitochondria	9.2.2	mitochondrial electron transport / ATP synthesis.NADH-DH.type II.external	NULL	NULL
GRMZM2G145972_P03   	expressed protein	mitochondria	9.2.2	mitochondrial electron transport / ATP synthesis.NADH-DH.type II.external	NULL	NULL
GRMZM2G146111_P01   	RBP2 protein, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G146111_P04   	RBP2 protein, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G146111_P05   	RBP2 protein, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G146115_P01   	GTP-binding protein; DUF933	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G146115_P02   	 GTP-binding protein PTD004	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G146115_P03   	 GTP-binding protein PTD004	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G146118_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G146118_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G146190_P01   	peptidyl-prolyl cis-trans isomerase-like 4, putative, expressed	NULL	31.3	cell.cycle	NULL	NULL
GRMZM2G146192_P01   	auxin-induced beta-glucosidase, putative, expressed	NULL	10.6.2	cell wall.degradation.mannan-xylose-arabinose-fucose	NULL	NULL
GRMZM2G146192_P02   	glycosyl hydrolase family 3 protein 	NULL	10.6.2	cell wall.degradation.mannan-xylose-arabinose-fucose	NULL	NULL
GRMZM2G146206_P01   	triosephosphate isomerase, cytosolic	not plastid	4.8	glycolysis.TPI	NULL	NULL
GRMZM2G146206_P02   	triosephosphate isomerase, cytosolic	not plastid	4.8	glycolysis.TPI	NULL	NULL
GRMZM2G146206_P03   	triosephosphate isomerase, cytosolic	not plastid	4.8	glycolysis.TPI	NULL	NULL
GRMZM2G146206_P04   	triosephosphate isomerase (TPI)	cytosol	4.8	glycolysis.TPI	NULL	NULL
GRMZM2G146206_P05   	triosephosphate isomerase, cytosolic	not plastid	4.8	glycolysis.TPI	NULL	NULL
GRMZM2G146225_P01   	 HMG-Y-related protein A	NULL	28.1	DNA.synthesis/chromatin structure	NULL	NULL
GRMZM2G146286_P01   	repressor protein, putative, expressed	not plastid	27.3.13	RNA.regulation of transcription.CCAAT box binding factor family, DR1	NULL	NULL
GRMZM2G146286_P02   	repressor protein, putative, expressed	not plastid	27.3.13	RNA.regulation of transcription.CCAAT box binding factor family, DR1	NULL	NULL
GRMZM2G146286_P03   	repressor protein, putative, expressed	not plastid	27.3.13	RNA.regulation of transcription.CCAAT box binding factor family, DR1	NULL	NULL
GRMZM2G146286_P04   	repressor protein, putative, expressed	not plastid	27.3.13	RNA.regulation of transcription.CCAAT box binding factor family, DR1	NULL	NULL
GRMZM2G146358_P01   	60S ribosomal protein L19-3	cytosol	29.2.1.2.2.19	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19	NULL	NULL
GRMZM2G146358_P02   	60S ribosomal protein L19 (RPL19A)	cytosol	29.2.1.2.2.19	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19	NULL	NULL
GRMZM2G146358_P03   	60S ribosomal protein L19-3	NULL	29.2.1.2.2.19	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19	NULL	NULL
GRMZM2G146358_P04   	60S ribosomal protein L19-3	NULL	29.2.1.2.2.19	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19	NULL	NULL
GRMZM2G146374_P01   	ubiquitin-conjugating enzyme E2-21 kDa 1	NULL	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G146374_P02   	 ubiquitin-conjugating enzyme E2-21 kDa 1	NULL	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G146395_P01   	Fd3 - root plastid specific	NULL	7.3	OPP.electron transfer	NULL	NULL
GRMZM2G146472_P01   	nucleic acid (DNA/RNA) binding (ALBA domain)	not plastid	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G146472_P02   	nucleic acid (DNA/RNA) binding (ALBA domain)	not plastid	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G146472_P03   	nucleic acid (DNA/RNA) binding (ALBA domain)	not plastid	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G146475_P01   	 glutathione S-transferase	NULL	26.9	misc.glutathione S transferases	NULL	NULL
GRMZM2G146514_P01   	zinc finger CCCH type domain	NULL	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	NULL	NULL
GRMZM2G146514_P02   	zinc finger CCCH type domain	NULL	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	NULL	NULL
GRMZM2G146514_P03   	zinc finger CCCH type domain	NULL	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	NULL	NULL
GRMZM2G146514_P04   	zinc finger CCCH type domain	NULL	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	NULL	NULL
GRMZM2G146589_P01   	 lysyl-tRNA synthetase	NULL	29.1.6	protein.aa activation.lysine-tRNA ligase	NULL	NULL
GRMZM2G146589_P02   	 lysyl-tRNA synthetase	NULL	29.1.6	protein.aa activation.lysine-tRNA ligase	NULL	NULL
GRMZM2G146589_P03   	 lysyl-tRNA synthetase	NULL	29.1.6	protein.aa activation.lysine-tRNA ligase	NULL	NULL
GRMZM2G146589_P04   	 lysyl-tRNA synthetase	NULL	29.1.6	protein.aa activation.lysine-tRNA ligase	NULL	NULL
GRMZM2G146589_P05   	 lysyl-tRNA synthetase	NULL	29.1.6	protein.aa activation.lysine-tRNA ligase	NULL	NULL
GRMZM2G146670_P01   	porin	mitochondria	34.2	transport.porins	NULL	NULL
GRMZM2G146677_P01   	aspartate aminotransferase	mitochondria	13.1.1.2.1	amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase	NULL	NULL
GRMZM2G146697_P01   	 clathrin binding protein	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G146697_P02   	 clathrin binding protein	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G146697_P03   	 clathrin binding protein	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G146750_P01   	kinase interacting family protein 	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G146750_P02   	kinase interacting family protein 	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G146761_P01   	rRNA-processing protein EBP2, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G146866_P01   	ATP binding protein	NULL	30.2.19	signalling.receptor kinases.legume-lectin	NULL	NULL
GRMZM2G146951_P01   	 transmembrane 9 superfamily protein member 2 	NULL	28.99	DNA.unspecified	NULL	NULL
GRMZM2G146965_P01   	expressed protein	mitochondria	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147014_P01   	 dehydrin COR410	NULL	20.2.99	stress.abiotic.unspecified	NULL	NULL
GRMZM2G147191_P01   	 zinc-binding alcohol dehydrogenase domain-containing protein 2	NULL	26.7	misc.oxidases - copper, flavone etc.	NULL	NULL
GRMZM2G147191_P02   	 zinc-binding alcohol dehydrogenase domain-containing protein 2	NULL	26.7	misc.oxidases - copper, flavone etc.	NULL	NULL
GRMZM2G147196_P01   	adenylate kinase (ADK1)	NULL	23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase	NULL	NULL
GRMZM2G147245_P01   	 trans-cinnamate 4-monooxygenase	NULL	16.2.1.2	secondary metabolism.phenylpropanoids.lignin biosynthesis.C4H	NULL	NULL
GRMZM2G147268_P01   	aldehyde-lyase/ threonine aldolase	NULL	13.1.5.2.11	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.threonine aldolase	NULL	NULL
GRMZM2G147268_P02   	aldehyde-lyase/ threonine aldolase	NULL	13.1.5.2.11	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.threonine aldolase	NULL	NULL
GRMZM2G147268_P03   	aldehyde-lyase/ threonine aldolase	NULL	13.1.5.2.11	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.threonine aldolase	NULL	NULL
GRMZM2G147268_P04   	aldehyde-lyase/ threonine aldolase	NULL	13.1.5.2.11	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.threonine aldolase	NULL	NULL
GRMZM2G147373_P01   	protein kinase APK1A	NULL	29.4.1.58	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII	NULL	NULL
GRMZM2G147377_P01   	kinesin light chain	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G147377_P02   	kinesin light chain	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G147422_P01   	glycosyl hydrolase family 9 protein, endo-beta-1,4-glucanase 	NULL	10.6.1	cell wall.degradation.cellulases and beta -1,4-glucanases	NULL	NULL
GRMZM2G147459_P01   	 ER lumen protein retaining receptor C28H8.4	NULL	29.3.4.1	protein.targeting.secretory pathway.ER	NULL	NULL
GRMZM2G147459_P02   	 ER lumen protein retaining receptor C28H8.4	NULL	29.3.4.1	protein.targeting.secretory pathway.ER	NULL	NULL
GRMZM2G147500_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147500_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147500_P03   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147500_P04   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147500_P05   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147500_P06   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147619_P01   	 SET domain-containing protein SET102	NULL	27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family	NULL	NULL
GRMZM2G147619_P02   	 SET domain-containing protein SET102	NULL	27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family	NULL	NULL
GRMZM2G147619_P03   	 SET domain-containing protein SET102	NULL	27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family	NULL	NULL
GRMZM2G147619_P04   	 SET domain-containing protein SET102	NULL	27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family	NULL	NULL
GRMZM2G147619_P05   	 SET domain-containing protein SET102	NULL	27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family	NULL	NULL
GRMZM2G147659_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G147671_P01   	26S proteasome regulatory subunit S5A (RPN10) (MBP1)	cytosol	29.5.11.20	protein.degradation.ubiquitin	NULL	NULL
GRMZM2G147671_P02   	26S proteasome regulatory subunit S5A (RPN10) (MBP1)	cytosol	29.5.11.20	protein.degradation.ubiquitin	NULL	NULL
GRMZM2G147687_P01   	glycosyl hydrolase family 3 protein 	NULL	10.6.1	cell wall.degradation.cellulases and beta -1,4-glucanases	NULL	NULL
GRMZM2G147687_P02   	glycosyl hydrolase family 3 protein 	NULL	10.6.1	cell wall.degradation.cellulases and beta -1,4-glucanases	NULL	NULL
GRMZM2G147687_P03   	glycosyl hydrolase family 3 protein 	NULL	10.6.1	cell wall.degradation.cellulases and beta -1,4-glucanases	NULL	NULL
GRMZM2G147687_P04   	glycosyl hydrolase family 3 protein 	NULL	10.6.1	cell wall.degradation.cellulases and beta -1,4-glucanases	NULL	NULL
GRMZM2G147701_P01   	3-ketodihydrosphingosine reductase precursor, putative, expressed	NULL	11.8.1	lipid metabolism.exotics (steroids, squalene etc).sphingolipids	NULL	NULL
GRMZM2G147701_P02   	3-ketodihydrosphingosine reductase precursor, putative, expressed	NULL	11.8.1	lipid metabolism.exotics (steroids, squalene etc).sphingolipids	NULL	NULL
GRMZM2G147701_P03   	3-ketodihydrosphingosine reductase precursor, putative, expressed	NULL	11.8.1	lipid metabolism.exotics (steroids, squalene etc).sphingolipids	NULL	NULL
GRMZM2G147712_P01   	repressor protein, putative, expressed	not plastid	27.3.13	RNA.regulation of transcription.CCAAT box binding factor family, DR1	NULL	NULL
GRMZM2G147714_P01   	formate dehydrogenase 1	mitochondria	25.1	C1-metabolism.formate dehydrogenase	NULL	NULL
GRMZM2G147726_P01   	ADP-ribosylation factor 3	golgi	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G147726_P02   	ADP-ribosylation factor 3	golgi	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G147726_P03   	ADP-ribosylation factor 3	golgi	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G147726_P04   	ADP-ribosylation factor 3	golgi	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G147726_P05   	ADP-ribosylation factor 3	golgi	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G147849_P01   	endo-1,4-beta-glucanase (CEL1)	NULL	10.2	cell wall.cellulose synthesis	NULL	NULL
GRMZM2G147966_P01   	 calcium ion binding protein	NULL	20.1.1	stress.biotic.respiratory burst	NULL	NULL
GRMZM2G148194_P01   	 hydroxyacid oxidase 1	NULL	1.2.2	PS.photorespiration.glycolate oxydase	NULL	NULL
GRMZM2G148194_P02   	 hydroxyacid oxidase 1	NULL	1.2.2	PS.photorespiration.glycolate oxydase	NULL	NULL
GRMZM2G148194_P03   	 hydroxyacid oxidase 1	NULL	1.2.2	PS.photorespiration.glycolate oxydase	NULL	NULL
GRMZM2G148194_P04   	 hydroxyacid oxidase 1	NULL	1.2.2	PS.photorespiration.glycolate oxydase	NULL	NULL
GRMZM2G148194_P05   	 hydroxyacid oxidase 1	NULL	1.2.2	PS.photorespiration.glycolate oxydase	NULL	NULL
GRMZM2G148194_P06   	 hydroxyacid oxidase 1	NULL	1.2.2	PS.photorespiration.glycolate oxydase	NULL	NULL
GRMZM2G148194_P07   	 hydroxyacid oxidase 1	NULL	1.2.2	PS.photorespiration.glycolate oxydase	NULL	NULL
GRMZM2G148200_P01   	inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G148281_P01   	12-oxophytodienoate reductase 3	peroxisome	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	NULL	NULL
GRMZM2G148281_P02   	12-oxophytodienoate reductase 3	peroxisome	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	NULL	NULL
GRMZM2G148301_P01   	ran GTPase activating protein	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G148323_P01   	serine/threonine-protein phosphatase 2A 72/130 kDa regulatory subunitB	NULL	29.4.5	protein.postranslational modification.phosphatase	NULL	NULL
GRMZM2G148387_P01   	glutaredoxin subgroup I (GRX_C2.1)	NULL	21.4	redox.glutaredoxins	NULL	NULL
GRMZM2G148387_P03   	glutaredoxin subgroup I (GRX_C2.1)	NULL	21.4	redox.glutaredoxins	NULL	NULL
GRMZM2G148485_P01   	 beta-expansin 4 	NULL	10.7	cell wall.modification	NULL	NULL
GRMZM2G148633_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148633_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148675_P01   	expressed protein; no homologue in ATH,rice	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148744_P01   	60S ribosomal protein L17	cytosol	29.2.1.2.2.17	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L17	NULL	NULL
GRMZM2G148744_P02   	60S ribosomal protein L17, putative, expressed	NULL	29.2.1.2.2.17	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L17	NULL	NULL
GRMZM2G148864_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148881_P01   	expressed protein; no homologue in ATH	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148881_P02   	expressed protein; no homologue in ATH	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148881_P03   	expressed protein; no homologue in ATH	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148904_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148904_P02   	no Arabidopsis or rice homologue	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148913_P01   	triacylglycerol lipase, putative, expressed	NULL	11.9.2.1	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase	NULL	NULL
GRMZM2G148913_P02   	triacylglycerol lipase, putative, expressed	NULL	11.9.2.1	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase	NULL	NULL
GRMZM2G148925_P01   	cystatin	NULL	29.5.3	protein.degradation.cysteine protease	NULL	NULL
GRMZM2G148985_P01   	 heat- and acid-stable phosphoprotein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G148985_P02   	 heat- and acid-stable phosphoprotein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G149051_P01   	 receptor-like protein kinase 	NULL	30.2.11	signalling.receptor kinases.leucine rich repeat XI	NULL	NULL
GRMZM2G149105_P01   	expressed protein	mitochondria	9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH.complex I	NULL	NULL
GRMZM2G149105_P02   	expressed protein	mitochondria	35.2	not assigned.unknown	NULL	NULL
GRMZM2G149115_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G149132_P01   	DNA-binding protein phosphatase 2C	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G149178_P01   	histone H4 	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G149178_P02   	histone H4 	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G149178_P03   	histone H4 	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G149257_P01   	60S ribosomal protein L21	cytosol	29.2.1.2.2.21	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L21	NULL	NULL
GRMZM2G149265_P01   	mannose-1-phosphate guanyltransferase	NULL	10.1.1.1	cell wall.precursor synthesis.NDP sugar pyrophosphorylase.GDP mannose	NULL	NULL
GRMZM2G149265_P02   	mannose-1-phosphate guanyltransferase	NULL	10.1.1.1	cell wall.precursor synthesis.NDP sugar pyrophosphorylase.GDP mannose	NULL	NULL
GRMZM2G149265_P03   	mannose-1-phosphate guanyltransferase	NULL	10.1.1.1	cell wall.precursor synthesis.NDP sugar pyrophosphorylase.GDP mannose	NULL	NULL
GRMZM2G149265_P04   	mannose-1-phosphate guanyltransferase	NULL	10.1.1.1	cell wall.precursor synthesis.NDP sugar pyrophosphorylase.GDP mannose	NULL	NULL
GRMZM2G149265_P05   	mannose-1-phosphate guanyltransferase	NULL	10.1.1.1	cell wall.precursor synthesis.NDP sugar pyrophosphorylase.GDP mannose	NULL	NULL
GRMZM2G149272_P01   	alcohol dehydrogenase 1	NULL	26.11.1	misc.alcohol dehydrogenases	NULL	NULL
GRMZM2G149272_P02   	alcohol dehydrogenase 1	NULL	26.11.1	misc.alcohol dehydrogenases	NULL	NULL
GRMZM2G149272_P03   	alcohol dehydrogenase 1	NULL	26.11.1	misc.alcohol dehydrogenases	NULL	NULL
GRMZM2G149272_P04   	alcohol dehydrogenase 1	NULL	26.11.1	misc.alcohol dehydrogenases	NULL	NULL
GRMZM2G149272_P05   	alcohol dehydrogenase 1	NULL	26.11.1	misc.alcohol dehydrogenases	NULL	NULL
GRMZM2G149272_P06   	alcohol dehydrogenase 1	NULL	26.11.1	misc.alcohol dehydrogenases	NULL	NULL
GRMZM2G149281_P01   	UMP-CMP kinase family protein	NULL	23.4.3	nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase	NULL	NULL
GRMZM2G149281_P02   	 UMP-CMP kinase family protein	NULL	23.4.3	nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase	NULL	NULL
GRMZM2G149281_P03   	 UMP-CMP kinase family protein	NULL	23.4.3	nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase	NULL	NULL
GRMZM2G149281_P04   	 UMP-CMP kinase family protein	NULL	23.4.3	nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase	NULL	NULL
GRMZM2G149406_P01   	coatomer protein complex, subunit alpha 	plasma membrane	31.4	cell. vesicle transport	NULL	NULL
GRMZM2G149422_P01   	phi-1-like phosphate-induced protein, putative, expressed	NULL	30.1.1	signalling.in sugar and nutrient physiology	NULL	NULL
GRMZM2G149520_P01   	RH07 DEAD box RNA helicase 2	NULL	27.1.2	RNA.processing.RNA helicase	NULL	NULL
GRMZM2G149520_P02   	RH07 DEAD box RNA helicase 2	NULL	27.1.2	RNA.processing.RNA helicase	NULL	NULL
GRMZM2G149556_P01   	 seed specific protein Bn15D1B	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G149556_P02   	 seed specific protein Bn15D1B	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G149649_P01   	60S ribosomal protein L12 (RPL12A) 	cytosol	29.2.1.2.2.12	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L12	NULL	NULL
GRMZM2G149704_P01   	 suppressor of G2 allele of SKP1	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G149704_P02   	suppressor of G2 allele of SKP1	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G149714_P01   	germin-like protein, putative 	NULL	20.2.99	stress.abiotic.unspecified	NULL	NULL
GRMZM2G149717_P01   	 dynamin-related protein 1A	NULL	26.17	misc.dynamin	NULL	NULL
GRMZM2G149751_P01   	methionine synthase (MS) (abundant; not plastid)	not plastid	13.1.3.4	amino acid metabolism.synthesis.aspartate family.methionine	NULL	NULL
GRMZM2G149751_P02   	methionine synthase (MS) (abundant; not plastid)	not plastid	13.1.3.4	amino acid metabolism.synthesis.aspartate family.methionine	NULL	NULL
GRMZM2G149751_P03   	methionine synthase (MS) (abundant; not plastid)	not plastid	13.1.3.4	amino acid metabolism.synthesis.aspartate family.methionine	NULL	NULL
GRMZM2G149751_P04   	methionine synthase (MS) (abundant; not plastid)	not plastid	13.1.3.4	amino acid metabolism.synthesis.aspartate family.methionine	NULL	NULL
GRMZM2G149751_P05   	methionine synthase (MS) (abundant; not plastid)	not plastid	13.1.3.4	amino acid metabolism.synthesis.aspartate family.methionine	NULL	NULL
GRMZM2G149751_P06   	methionine synthase (MS) (abundant; not plastid)	not plastid	13.1.3.4	amino acid metabolism.synthesis.aspartate family.methionine	NULL	NULL
GRMZM2G149768_P01   	elongation factor 1-alpha / EF-1-alpha 	NULL	29.2.4	protein.synthesis.elongation	NULL	NULL
GRMZM2G149775_P01   	histone HTA11	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
